Story Number,Story Title,Story URL,Expected Title,Target Repository,Domain
238,Counts: Plan Cycle Counts by Location/Zone,https://github.com/louisburroughs/durion/issues/238,[BACKEND] [STORY] Counts: Plan Cycle Counts by Location/Zone,louisburroughs/durion-positivity-backend
237,Fulfillment: Return Unused Items to Stock with Reason,https://github.com/louisburroughs/durion/issues/237,[BACKEND] [STORY] Fulfillment: Return Unused Items to Stock with Reason,louisburroughs/durion-positivity-backend
236,Fulfillment: Issue/Consume Picked Items to Workorder,https://github.com/louisburroughs/durion/issues/236,[BACKEND] [STORY] Fulfillment: Issue/Consume Picked Items to Workorder,louisburroughs/durion-positivity-backend
235,Fulfillment: Mechanic Executes Picking (Scan + Confirm),https://github.com/louisburroughs/durion/issues/235,[BACKEND] [STORY] Fulfillment: Mechanic Executes Picking (Scan + Confirm),louisburroughs/durion-positivity-backend
212,Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,https://github.com/louisburroughs/durion/issues/212,[BACKEND] [STORY] Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,louisburroughs/durion-positivity-backend
211,Security: Define Roles and Permission Matrix for Product/Pricing,https://github.com/louisburroughs/durion/issues/211,[BACKEND] [STORY] Security: Define Roles and Permission Matrix for Product/Pricing,louisburroughs/durion-positivity-backend
210,Rules: Enforce Location Restrictions and Service Rules for Products,https://github.com/louisburroughs/durion/issues/210,[BACKEND] [STORY] Rules: Enforce Location Restrictions and Service Rules for Products,louisburroughs/durion-positivity-backend
209,Rules: Store Fitment Hints and Vehicle Applicability Tags (Basic),https://github.com/louisburroughs/durion/issues/209,[BACKEND] [STORY] Rules: Store Fitment Hints and Vehicle Applicability Tags (Basic),louisburroughs/durion-positivity-backend
208,Rules: Maintain Substitute Relationships and Equivalency Types,https://github.com/louisburroughs/durion/issues/208,[BACKEND] [STORY] Rules: Maintain Substitute Relationships and Equivalency Types,louisburroughs/durion-positivity-backend
207,Availability: Normalize Manufacturer Inventory Feeds (Stub via Positivity),https://github.com/louisburroughs/durion/issues/207,[BACKEND] [STORY] Availability: Normalize Manufacturer Inventory Feeds (Stub via Positivity),louisburroughs/durion-positivity-backend
206,Availability: Normalize Distributor Inventory Feeds (Stub via Positivity),https://github.com/louisburroughs/durion/issues/206,[BACKEND] [STORY] Availability: Normalize Distributor Inventory Feeds (Stub via Positivity),louisburroughs/durion-positivity-backend
205,Availability: Expose On-hand and Available-to-Promise by Location (from Inventory),https://github.com/louisburroughs/durion/issues/205,[BACKEND] [STORY] Availability: Expose On-hand and Available-to-Promise by Location (from Inventory),louisburroughs/durion-positivity-backend
204,Workexec: Handle Substitution Pricing for Part Substitutions,https://github.com/louisburroughs/durion/issues/204,[BACKEND] [STORY] Workexec: Handle Substitution Pricing for Part Substitutions,louisburroughs/durion-positivity-backend
203,Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,https://github.com/louisburroughs/durion/issues/203,[BACKEND] [STORY] Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,louisburroughs/durion-positivity-backend
202,Workexec: Price Product for Estimate Line (Location + Customer Tier),https://github.com/louisburroughs/durion/issues/202,[BACKEND] [STORY] Workexec: Price Product for Estimate Line (Location + Customer Tier),louisburroughs/durion-positivity-backend
201,StorePrice: Set Location Store Price Override within Guardrails,https://github.com/louisburroughs/durion/issues/201,[BACKEND] [STORY] StorePrice: Set Location Store Price Override within Guardrails,louisburroughs/durion-positivity-backend
200,StorePrice: Sync Locations from durion-hr for Pricing Scope,https://github.com/louisburroughs/durion/issues/200,[BACKEND] [STORY] StorePrice: Sync Locations from durion-hr for Pricing Scope,louisburroughs/durion-positivity-backend
199,Pricing: Define Base Company Price Book Rules,https://github.com/louisburroughs/durion/issues/199,[BACKEND] [STORY] Pricing: Define Base Company Price Book Rules,louisburroughs/durion-positivity-backend
198,Pricing: Maintain MSRP per Product with Effective Dates,https://github.com/louisburroughs/durion/issues/198,[BACKEND] [STORY] Pricing: Maintain MSRP per Product with Effective Dates,louisburroughs/durion-positivity-backend
197,Cost: Store Supplier/Vendor Cost Tiers (Optional),https://github.com/louisburroughs/durion/issues/197,[BACKEND] [STORY] Cost: Store Supplier/Vendor Cost Tiers (Optional),louisburroughs/durion-positivity-backend
