Story Number,Story Title,Story URL,Expected Title,Target Repository,Domain
273,"Security: Audit Trail for Price Overrides, Refunds, and Cancellations",https://github.com/louisburroughs/durion/issues/273,"[BACKEND] [STORY] Security: Audit Trail for Price Overrides, Refunds, and Cancellations",louisburroughs/durion-positivity-backend
272,Security: Define POS Roles and Permission Matrix,https://github.com/louisburroughs/durion/issues/272,[BACKEND] [STORY] Security: Define POS Roles and Permission Matrix,louisburroughs/durion-positivity-backend
271,Customer: Enforce PO Requirement and Billing Rules During Checkout,https://github.com/louisburroughs/durion/issues/271,[BACKEND] [STORY] Customer: Enforce PO Requirement and Billing Rules During Checkout,louisburroughs/durion-positivity-backend
270,Customer: Load Customer + Vehicle Context and Billing Rules,https://github.com/louisburroughs/durion/issues/270,[BACKEND] [STORY] Customer: Load Customer + Vehicle Context and Billing Rules,louisburroughs/durion-positivity-backend
269,Accounting: Reconcile POS Status with Accounting Authoritative Status,https://github.com/louisburroughs/durion/issues/269,[BACKEND] [STORY] Accounting: Reconcile POS Status with Accounting Authoritative Status,louisburroughs/durion-positivity-backend
268,Accounting: Update Invoice Payment Status from Payment Outcomes,https://github.com/louisburroughs/durion/issues/268,[BACKEND] [STORY] Accounting: Update Invoice Payment Status from Payment Outcomes,louisburroughs/durion-positivity-backend
267,Payment: Print/Email Receipt and Store Reference,https://github.com/louisburroughs/durion/issues/267,[BACKEND] [STORY] Payment: Print/Email Receipt and Store Reference,louisburroughs/durion-positivity-backend
266,Payment: Void Authorization or Refund Captured Payment,https://github.com/louisburroughs/durion/issues/266,[BACKEND] [STORY] Payment: Void Authorization or Refund Captured Payment,louisburroughs/durion-positivity-backend
265,Payment: Initiate Card Authorization and Capture,https://github.com/louisburroughs/durion/issues/265,[BACKEND] [STORY] Payment: Initiate Card Authorization and Capture,louisburroughs/durion-positivity-backend
264,Appointment: Show Assignment (Location/Bay/Mobile + Mechanic),https://github.com/louisburroughs/durion/issues/264,[BACKEND] [STORY] Appointment: Show Assignment (Location/Bay/Mobile + Mechanic),louisburroughs/durion-positivity-backend
263,Appointment: Reschedule Appointment with Notifications,https://github.com/louisburroughs/durion/issues/263,[BACKEND] [STORY] Appointment: Reschedule Appointment with Notifications,louisburroughs/durion-positivity-backend
262,Appointment: Create Appointment from Estimate or Order,https://github.com/louisburroughs/durion/issues/262,[BACKEND] [STORY] Appointment: Create Appointment from Estimate or Order,louisburroughs/durion-positivity-backend
261,Workexec: Display Invoice and Request Finalization (Controlled),https://github.com/louisburroughs/durion/issues/261,[BACKEND] [STORY] Workexec: Display Invoice and Request Finalization (Controlled),louisburroughs/durion-positivity-backend
260,Workexec: Display Work In Progress Status for Active Workorders,https://github.com/louisburroughs/durion/issues/260,[BACKEND] [STORY] Workexec: Display Work In Progress Status for Active Workorders,louisburroughs/durion-positivity-backend
259,Workexec: Retrieve and Display Estimates for Customer/Vehicle,https://github.com/louisburroughs/durion/issues/259,[BACKEND] [STORY] Workexec: Retrieve and Display Estimates for Customer/Vehicle,louisburroughs/durion-positivity-backend
258,Catalog: View Product Details with Price and Availability Signals,https://github.com/louisburroughs/durion/issues/258,[BACKEND] [STORY] Catalog: View Product Details with Price and Availability Signals,louisburroughs/durion-positivity-backend
257,Catalog: Search Catalog by Keyword/SKU and Filter,https://github.com/louisburroughs/durion/issues/257,[BACKEND] [STORY] Catalog: Search Catalog by Keyword/SKU and Filter,louisburroughs/durion-positivity-backend
256,Order: Cancel Order with Controlled Void Logic,https://github.com/louisburroughs/durion/issues/256,[BACKEND] [STORY] Order: Cancel Order with Controlled Void Logic,louisburroughs/durion-positivity-backend
255,Order: Apply Price Override with Permission and Reason,https://github.com/louisburroughs/durion/issues/255,[BACKEND] [STORY] Order: Apply Price Override with Permission and Reason,louisburroughs/durion-positivity-backend
254,Order: Create Sales Order Cart and Add Items,https://github.com/louisburroughs/durion/issues/254,[BACKEND] [STORY] Order: Create Sales Order Cart and Add Items,louisburroughs/durion-positivity-backend
244,Security: Immutable Audit Trail for Movements and Workorder Links,https://github.com/louisburroughs/durion/issues/244,[BACKEND] [STORY] Security: Immutable Audit Trail for Movements and Workorder Links,louisburroughs/durion-positivity-backend
243,Security: Define Inventory Roles and Permission Matrix,https://github.com/louisburroughs/durion/issues/243,[BACKEND] [STORY] Security: Define Inventory Roles and Permission Matrix,louisburroughs/durion-positivity-backend
242,Allocations: Reallocate Reserved Stock When Schedule Changes,https://github.com/louisburroughs/durion/issues/242,[BACKEND] [STORY] Allocations: Reallocate Reserved Stock When Schedule Changes,louisburroughs/durion-positivity-backend
241,Allocations: Handle Shortages with Backorder or Substitution Suggestion,https://github.com/louisburroughs/durion/issues/241,[BACKEND] [STORY] Allocations: Handle Shortages with Backorder or Substitution Suggestion,louisburroughs/durion-positivity-backend
240,Counts: Approve and Post Adjustments from Cycle Count,https://github.com/louisburroughs/durion/issues/240,[BACKEND] [STORY] Counts: Approve and Post Adjustments from Cycle Count,louisburroughs/durion-positivity-backend
239,Counts: Execute Cycle Count and Record Variances,https://github.com/louisburroughs/durion/issues/239,[BACKEND] [STORY] Counts: Execute Cycle Count and Record Variances,louisburroughs/durion-positivity-backend
238,Counts: Plan Cycle Counts by Location/Zone,https://github.com/louisburroughs/durion/issues/238,[BACKEND] [STORY] Counts: Plan Cycle Counts by Location/Zone,louisburroughs/durion-positivity-backend
237,Fulfillment: Return Unused Items to Stock with Reason,https://github.com/louisburroughs/durion/issues/237,[BACKEND] [STORY] Fulfillment: Return Unused Items to Stock with Reason,louisburroughs/durion-positivity-backend
236,Fulfillment: Issue/Consume Picked Items to Workorder,https://github.com/louisburroughs/durion/issues/236,[BACKEND] [STORY] Fulfillment: Issue/Consume Picked Items to Workorder,louisburroughs/durion-positivity-backend
235,Fulfillment: Mechanic Executes Picking (Scan + Confirm),https://github.com/louisburroughs/durion/issues/235,[BACKEND] [STORY] Fulfillment: Mechanic Executes Picking (Scan + Confirm),louisburroughs/durion-positivity-backend
234,Fulfillment: Create Pick List / Pick Tasks for Workorder,https://github.com/louisburroughs/durion/issues/234,[BACKEND] [STORY] Fulfillment: Create Pick List / Pick Tasks for Workorder,louisburroughs/durion-positivity-backend
233,Fulfillment: Reserve/Allocate Stock to Workorder Lines,https://github.com/louisburroughs/durion/issues/233,[BACKEND] [STORY] Fulfillment: Reserve/Allocate Stock to Workorder Lines,louisburroughs/durion-positivity-backend
232,Putaway: Replenish Pick Faces from Backstock (Optional),https://github.com/louisburroughs/durion/issues/232,[BACKEND] [STORY] Putaway: Replenish Pick Faces from Backstock (Optional),louisburroughs/durion-positivity-backend
231,Putaway: Execute Put-away Move (Staging → Storage),https://github.com/louisburroughs/durion/issues/231,[BACKEND] [STORY] Putaway: Execute Put-away Move (Staging → Storage),louisburroughs/durion-positivity-backend
230,Putaway: Generate Put-away Tasks from Staging,https://github.com/louisburroughs/durion/issues/230,[BACKEND] [STORY] Putaway: Generate Put-away Tasks from Staging,louisburroughs/durion-positivity-backend
229,Receiving: Direct-to-Workorder Receiving (Cross-dock) from Distributor,https://github.com/louisburroughs/durion/issues/229,[BACKEND] [STORY] Receiving: Direct-to-Workorder Receiving (Cross-dock) from Distributor,louisburroughs/durion-positivity-backend
228,Receiving: Receive Items into Staging (Generate Ledger Entries),https://github.com/louisburroughs/durion/issues/228,[BACKEND] [STORY] Receiving: Receive Items into Staging (Generate Ledger Entries),louisburroughs/durion-positivity-backend
227,Receiving: Create Receiving Session from PO/ASN,https://github.com/louisburroughs/durion/issues/227,[BACKEND] [STORY] Receiving: Create Receiving Session from PO/ASN,louisburroughs/durion-positivity-backend
226,Ledger: Compute On-hand and Available-to-Promise by Location/Storage,https://github.com/louisburroughs/durion/issues/226,[BACKEND] [STORY] Ledger: Compute On-hand and Available-to-Promise by Location/Storage,louisburroughs/durion-positivity-backend
225,Ledger: Record Stock Movements in Inventory Ledger,https://github.com/louisburroughs/durion/issues/225,[BACKEND] [STORY] Ledger: Record Stock Movements in Inventory Ledger,louisburroughs/durion-positivity-backend
224,Topology: Define Default Staging and Quarantine Locations for Receiving,https://github.com/louisburroughs/durion/issues/224,[BACKEND] [STORY] Topology: Define Default Staging and Quarantine Locations for Receiving,louisburroughs/durion-positivity-backend
223,Topology: Create Storage Locations (Floor/Shelf/Bin/Cage/Truck) and Hierarchy,https://github.com/louisburroughs/durion/issues/223,[BACKEND] [STORY] Topology: Create Storage Locations (Floor/Shelf/Bin/Cage/Truck) and Hierarchy,louisburroughs/durion-positivity-backend
222,Topology: Sync Locations from durion-hr,https://github.com/louisburroughs/durion/issues/222,[BACKEND] [STORY] Topology: Sync Locations from durion-hr,louisburroughs/durion-positivity-backend
212,Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,https://github.com/louisburroughs/durion/issues/212,[BACKEND] [STORY] Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,louisburroughs/durion-positivity-backend
211,Security: Define Roles and Permission Matrix for Product/Pricing,https://github.com/louisburroughs/durion/issues/211,[BACKEND] [STORY] Security: Define Roles and Permission Matrix for Product/Pricing,louisburroughs/durion-positivity-backend
210,Rules: Enforce Location Restrictions and Service Rules for Products,https://github.com/louisburroughs/durion/issues/210,[BACKEND] [STORY] Rules: Enforce Location Restrictions and Service Rules for Products,louisburroughs/durion-positivity-backend
209,Rules: Store Fitment Hints and Vehicle Applicability Tags (Basic),https://github.com/louisburroughs/durion/issues/209,[BACKEND] [STORY] Rules: Store Fitment Hints and Vehicle Applicability Tags (Basic),louisburroughs/durion-positivity-backend
208,Rules: Maintain Substitute Relationships and Equivalency Types,https://github.com/louisburroughs/durion/issues/208,[BACKEND] [STORY] Rules: Maintain Substitute Relationships and Equivalency Types,louisburroughs/durion-positivity-backend
207,Availability: Normalize Manufacturer Inventory Feeds (Stub via Positivity),https://github.com/louisburroughs/durion/issues/207,[BACKEND] [STORY] Availability: Normalize Manufacturer Inventory Feeds (Stub via Positivity),louisburroughs/durion-positivity-backend
206,Availability: Normalize Distributor Inventory Feeds (Stub via Positivity),https://github.com/louisburroughs/durion/issues/206,[BACKEND] [STORY] Availability: Normalize Distributor Inventory Feeds (Stub via Positivity),louisburroughs/durion-positivity-backend
205,Availability: Expose On-hand and Available-to-Promise by Location (from Inventory),https://github.com/louisburroughs/durion/issues/205,[BACKEND] [STORY] Availability: Expose On-hand and Available-to-Promise by Location (from Inventory),louisburroughs/durion-positivity-backend
204,Workexec: Handle Substitution Pricing for Part Substitutions,https://github.com/louisburroughs/durion/issues/204,[BACKEND] [STORY] Workexec: Handle Substitution Pricing for Part Substitutions,louisburroughs/durion-positivity-backend
203,Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,https://github.com/louisburroughs/durion/issues/203,[BACKEND] [STORY] Workexec: Persist Immutable Pricing Snapshot for Estimate/WO Line,louisburroughs/durion-positivity-backend
202,Workexec: Price Product for Estimate Line (Location + Customer Tier),https://github.com/louisburroughs/durion/issues/202,[BACKEND] [STORY] Workexec: Price Product for Estimate Line (Location + Customer Tier),louisburroughs/durion-positivity-backend
201,StorePrice: Set Location Store Price Override within Guardrails,https://github.com/louisburroughs/durion/issues/201,[BACKEND] [STORY] StorePrice: Set Location Store Price Override within Guardrails,louisburroughs/durion-positivity-backend
200,StorePrice: Sync Locations from durion-hr for Pricing Scope,https://github.com/louisburroughs/durion/issues/200,[BACKEND] [STORY] StorePrice: Sync Locations from durion-hr for Pricing Scope,louisburroughs/durion-positivity-backend
199,Pricing: Define Base Company Price Book Rules,https://github.com/louisburroughs/durion/issues/199,[BACKEND] [STORY] Pricing: Define Base Company Price Book Rules,louisburroughs/durion-positivity-backend
198,Pricing: Maintain MSRP per Product with Effective Dates,https://github.com/louisburroughs/durion/issues/198,[BACKEND] [STORY] Pricing: Maintain MSRP per Product with Effective Dates,louisburroughs/durion-positivity-backend
197,Cost: Store Supplier/Vendor Cost Tiers (Optional),https://github.com/louisburroughs/durion/issues/197,[BACKEND] [STORY] Cost: Store Supplier/Vendor Cost Tiers (Optional),louisburroughs/durion-positivity-backend
196,Cost: Maintain Standard/Last/Average Cost with Audit,https://github.com/louisburroughs/durion/issues/196,[BACKEND] [STORY] Cost: Maintain Standard/Last/Average Cost with Audit,louisburroughs/durion-positivity-backend
195,Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,https://github.com/louisburroughs/durion/issues/195,[BACKEND] [STORY] Master: Set Product Lifecycle State (Active/Discontinued) with Effective Dates,louisburroughs/durion-positivity-backend
194,Master: Manage UOM and Pack/Case Conversions,https://github.com/louisburroughs/durion/issues/194,[BACKEND] [STORY] Master: Manage UOM and Pack/Case Conversions,louisburroughs/durion-positivity-backend
193,Master: Create Product Record (Part/Tire) with Identifiers and Attributes,https://github.com/louisburroughs/durion/issues/193,[BACKEND] [STORY] Master: Create Product Record (Part/Tire) with Identifiers and Attributes,louisburroughs/durion-positivity-backend
192,Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,https://github.com/louisburroughs/durion/issues/192,[BACKEND] [STORY] Security: Immutable Audit Trail for Price/Cost Changes and Rule Evaluations,louisburroughs/durion-positivity-backend
191,Security: Define Roles and Permission Matrix for Product/Pricing,https://github.com/louisburroughs/durion/issues/191,[BACKEND] [STORY] Security: Define Roles and Permission Matrix for Product/Pricing,louisburroughs/durion-positivity-backend
